[ 2025-01-22 18:12:34,485 ] 17 root - INFO - Initiate the data ingestion
[ 2025-01-22 18:12:37,554 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-01-22 18:12:37,554 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-01-22 18:12:37,554 ] 75 root - INFO - Exporting train and test file path.
[ 2025-01-22 18:12:37,598 ] 84 root - INFO - Exported train and test file path.
[ 2025-01-22 18:12:37,598 ] 19 root - INFO - Data Initiation Completed
[ 2025-01-22 18:12:37,602 ] 23 root - INFO - Initiate the data Validation
[ 2025-01-22 18:12:37,650 ] 32 root - INFO - Required number of columns:2
[ 2025-01-22 18:12:37,650 ] 33 root - INFO - Data frame has columns:31
[ 2025-01-22 18:12:37,650 ] 32 root - INFO - Required number of columns:2
[ 2025-01-22 18:12:37,650 ] 33 root - INFO - Data frame has columns:31
[ 2025-01-22 18:12:37,745 ] 25 root - INFO - data Validation Completed
[ 2025-01-22 18:12:37,745 ] 28 root - INFO - data Transformation started
[ 2025-01-22 18:12:37,745 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-01-22 18:12:37,745 ] 65 root - INFO - Starting data transformation
[ 2025-01-22 18:12:37,768 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-01-22 18:12:37,768 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-01-22 18:12:37,779 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-22 18:12:37,781 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-22 18:12:37,781 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-22 18:12:37,781 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-22 18:12:37,781 ] 32 root - INFO - data Transformation completed
[ 2025-01-22 18:12:37,781 ] 34 root - INFO - Model Training sstared
[ 2025-01-22 18:15:12,860 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-22 18:15:12,860 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-22 18:15:12,860 ] 126 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\01_22_2025_18_12_32\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912324901743425, precision_score=0.9879469666532744, recall_score=0.9945399393326593), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9720624486442071, precision_score=0.9680851063829787, recall_score=0.9760726072607261))
[ 2025-01-22 18:15:12,860 ] 39 root - INFO - Model Training artifact created
